3.5744276E-6, 5
9.711296E-7, 10
4.802968E-7, 15
2.2506626E-7, 20
1.4108639E-7, 25
8.746793E-8, 30
6.055384E-8, 35
4.5738506E-8, 40
3.2646792E-8, 45
2.1966775E-8, 50
1.9742144E-8, 55
1.5398376E-8, 60
1.1729951E-8, 65
9.997978E-9, 70
7.925657E-9, 75
8.006004E-9, 80
4.7689146E-9, 85
4.6471995E-9, 90
3.8128323E-9, 95
