1.7872138E-5, 5
9.711296E-6, 10
7.2044527E-6, 15
4.5013253E-6, 20
3.526625E-6, 25
2.624038E-6, 30
2.1193844E-6, 35
1.8295402E-6, 40
1.4689703E-6, 45
1.0983388E-6, 50
1.0853747E-6, 55
9.23588E-7, 60
7.6092687E-7, 65
6.887892E-7, 70
5.8369767E-7, 75
6.2848784E-7, 80
4.0344005E-7, 85
4.169025E-7, 90
3.532486E-7, 95
